epoch,train_loss,train_err,test_err
0,1.8666242361068726,0.63396,0.6126
1,1.4432480335235596,0.53888,0.5374
2,1.291462779045105,0.4092,0.4164
3,1.0332872867584229,0.33972,0.3469
4,0.8804531097412109,0.2717,0.2807
5,0.6285058259963989,0.24414,0.2599
6,0.6897956728935242,0.22038,0.2479
7,0.5518727898597717,0.206,0.2347
8,0.5266726613044739,0.19032,0.2143
9,0.34735289216041565,0.18638,0.2111
10,0.39679425954818726,0.16762,0.1968
11,0.46744051575660706,0.16008,0.1878
12,0.5960872769355774,0.14896,0.1853
13,0.6332769393920898,0.14734,0.1866
14,0.4122244715690613,0.14738,0.1745
15,0.4836122393608093,0.14224,0.1761
16,0.532289981842041,0.14328,0.1777
17,0.3768896460533142,0.12666,0.1661
18,0.3235904574394226,0.1224,0.1682
19,0.3342270851135254,0.12078,0.1638
20,0.33712342381477356,0.12124,0.1702
21,0.24073660373687744,0.11184,0.1578
22,0.3445604741573334,0.1165,0.1634
23,0.5984413027763367,0.11022,0.1584
24,0.4056965410709381,0.10732,0.1634
25,0.5100221633911133,0.11308,0.1536
26,0.3156771659851074,0.10452,0.1594
27,0.2821619510650635,0.1033,0.151
28,0.3540891706943512,0.1038,0.1529
29,0.39975085854530334,0.10552,0.1542
30,0.2831989824771881,0.09976,0.1432
31,0.5817122459411621,0.09368,0.1465
32,0.47642868757247925,0.09334,0.1485
33,0.32360023260116577,0.09074,0.1411
34,0.2832455039024353,0.08818,0.1458
35,0.20058906078338623,0.08986,0.1461
36,0.25619158148765564,0.08808,0.1408
37,0.3609057366847992,0.09198,0.1499
38,0.26963475346565247,0.08412,0.1439
39,0.2535170018672943,0.08534,0.1484
40,0.3288015127182007,0.09528,0.149
41,0.33033332228660583,0.10496,0.168
42,0.2951497435569763,0.09028,0.1562
43,0.21228161454200745,0.09116,0.1488
44,0.16092976927757263,0.0782,0.136
45,0.3710811734199524,0.08956,0.1544
46,0.20300641655921936,0.0867,0.15
47,0.22332186996936798,0.07904,0.1407
48,0.20556850731372833,0.07366,0.1363
49,0.24010112881660461,0.08858,0.162
50,0.20859546959400177,0.0786,0.1347
51,0.15355925261974335,0.084,0.1495
52,0.3068963587284088,0.08166,0.1572
53,0.3196854591369629,0.07668,0.1504
54,0.12278008460998535,0.0744,0.1415
55,0.2940245270729065,0.08502,0.1514
56,0.2902461886405945,0.077,0.145
57,0.23229928314685822,0.07514,0.1458
58,0.20321717858314514,0.07262,0.1428
59,0.24691447615623474,0.07716,0.1522
60,0.17519977688789368,0.07522,0.1493
61,0.2261689007282257,0.08086,0.1585
62,0.19881385564804077,0.0733,0.1581
63,0.2656864523887634,0.07112,0.145
64,0.26906895637512207,0.07982,0.1524
65,0.27444738149642944,0.06732,0.141
66,0.29488086700439453,0.07126,0.1424
67,0.23974458873271942,0.07476,0.153
68,0.20151261985301971,0.07148,0.1447
69,0.2175167053937912,0.07168,0.1444
70,0.14645569026470184,0.07302,0.1403
71,0.22448141872882843,0.07122,0.1501
72,0.21606309711933136,0.0678,0.1453
73,0.22797748446464539,0.06702,0.1458
74,0.10362746566534042,0.06306,0.1389
75,0.20088572800159454,0.07408,0.157
76,0.23199968039989471,0.07114,0.1517
77,0.33894509077072144,0.06792,0.148
78,0.3471379578113556,0.07198,0.1502
79,0.4007912576198578,0.06842,0.1489
80,0.2706107199192047,0.06788,0.1385
81,0.3295891284942627,0.0667,0.1393
82,0.27763885259628296,0.06892,0.1386
83,0.15109223127365112,0.03228,0.1147
84,0.05851113796234131,0.02704,0.1129
85,0.19567106664180756,0.02386,0.1119
86,0.07344413548707962,0.0217,0.1093
87,0.02344014309346676,0.0214,0.1073
88,0.1198338121175766,0.01988,0.1136
89,0.07494845241308212,0.01836,0.1108
90,0.028209900483489037,0.01728,0.1123
91,0.10184641927480698,0.01608,0.1112
92,0.0699828714132309,0.01568,0.1139
93,0.06336384266614914,0.01542,0.1153
94,0.0529579222202301,0.01466,0.1132
95,0.003159940242767334,0.01392,0.1113
96,0.11246518045663834,0.01314,0.1112
97,0.03668508678674698,0.01288,0.1093
98,0.05242837220430374,0.0127,0.1115
99,0.03605937212705612,0.01154,0.1106
100,0.06343504041433334,0.01064,0.114
101,0.06796583533287048,0.01138,0.1114
102,0.04477361962199211,0.0103,0.1106
103,0.004585045389831066,0.00994,0.114
104,0.03017484024167061,0.00892,0.1105
105,0.0075411261059343815,0.00956,0.1091
106,0.02169281803071499,0.01044,0.1172
107,0.06739053875207901,0.00976,0.1131
108,0.03206484764814377,0.00876,0.1131
109,0.009806036949157715,0.00842,0.1097
110,0.005910414271056652,0.0078,0.1148
111,0.022339319810271263,0.00854,0.1169
112,0.05262985825538635,0.00766,0.1164
113,0.021449118852615356,0.00772,0.1162
114,0.019080907106399536,0.00734,0.1181
115,0.0141384182497859,0.00774,0.1128
116,0.01221079844981432,0.00714,0.1164
117,0.003967619035393,0.00672,0.1146
118,0.021893376484513283,0.00686,0.1162
119,0.028089944273233414,0.0064,0.1177
120,0.031421761959791183,0.00732,0.1164
121,0.002535492181777954,0.00616,0.11
122,0.021936852484941483,0.00586,0.1131
123,0.09527354687452316,0.00632,0.1141
124,0.012565404176712036,0.00558,0.1139
125,0.011160505004227161,0.00434,0.1118
126,0.004855060484260321,0.00458,0.1107
127,0.00946279801428318,0.0044,0.111
128,0.0027966261841356754,0.00412,0.1107
129,0.002548134420067072,0.00436,0.1121
130,0.009011799469590187,0.00434,0.1108
131,0.008313095197081566,0.0038,0.1109
132,0.014894765801727772,0.00384,0.1129
133,0.020284127444028854,0.0035,0.1074
134,0.0033673285506665707,0.00382,0.1117
135,0.015485942363739014,0.00392,0.1127
136,0.023628855124115944,0.0036,0.1116
137,0.0066467225551605225,0.00334,0.1107
138,0.023511242121458054,0.00322,0.1091
139,0.022787367925047874,0.00328,0.1116
140,0.01224700827151537,0.00366,0.1104
141,0.007878792472183704,0.00338,0.1125
142,0.05650850012898445,0.00364,0.1106
143,0.013034069910645485,0.0035,0.1117
144,0.006117469165474176,0.00366,0.1107
145,0.058055032044649124,0.00352,0.1126
146,0.027911698445677757,0.00294,0.1121
147,0.005198401398956776,0.00362,0.1109
148,0.0029265284538269043,0.00306,0.1139
149,0.011253774166107178,0.00362,0.1102
150,0.017385482788085938,0.00318,0.113
151,0.01971116103231907,0.00314,0.1142
152,0.010739368386566639,0.0034,0.1105
153,0.008578645996749401,0.00318,0.1097
154,0.016745751723647118,0.00298,0.1107
155,0.01946547068655491,0.003,0.1123
156,0.06114770099520683,0.0029,0.1139
157,0.014029783196747303,0.0031,0.1122
158,0.020229261368513107,0.00308,0.1123
159,0.010562228970229626,0.00288,0.1124
160,0.04953683167695999,0.00302,0.1124
161,0.04160621017217636,0.00288,0.1104
162,0.0067265392281115055,0.00274,0.1155
163,0.003879684256389737,0.00326,0.1112
